orderitem_id,order_id,product_id,quantity,unit_price,discount,tax,shipping_cost,total_amount
94493,ORD0094493,P00020,1,146.01,0.1,10.51,14.32,156.24
94494,ORD0094494,P00045,4,219.81,0.25,52.75,9.88,722.06
94495,ORD0094495,P00030,1,445.77,0.1,20.06,0.87,422.12
94496,ORD0094496,P00047,2,360.92,0,0,9.28,731.12
94497,ORD0094497,P00001,5,175.02,0.15,133.89,6.95,884.68
94498,ORD0094498,P00028,2,599.73,0,215.9,12.82,1428.18
94499,ORD0094499,P00039,3,63.82,0.1,13.79,7.88,193.98
94500,ORD0094500,P00014,1,426.4,0.15,43.49,13.23,419.16
94501,ORD0094501,P00043,2,583.37,0.25,70,11.72,956.78
94502,ORD0094502,P00047,2,118.12,0.05,40.4,2.6,267.43
94503,ORD0094503,P00032,2,96.55,0,9.66,8.52,211.28
94504,ORD0094504,P00037,1,407.9,0.15,27.74,4.5,378.96
94505,ORD0094505,P00020,2,340.11,0,34.01,12.55,726.78
94506,ORD0094506,P00048,4,253.15,0,121.51,3.58,1137.69
94507,ORD0094507,P00024,3,460.53,0,69.08,5.94,1456.61
94508,ORD0094508,P00031,4,178.52,0.1,115.68,12.28,770.63
94509,ORD0094509,P00045,3,44.74,0.1,9.66,0.14,130.6
94510,ORD0094510,P00037,5,34.55,0,20.73,1.88,195.36
94511,ORD0094511,P00038,3,224.04,0.05,76.62,3.66,718.79
94512,ORD0094512,P00019,3,234.04,0,56.17,10.83,769.12
94513,ORD0094513,P00032,1,509.81,0,91.77,4.08,605.66
94514,ORD0094514,P00033,2,401.85,0,96.44,8.14,908.28
94515,ORD0094515,P00026,4,557.3,0,401.26,4.57,2635.03
94516,ORD0094516,P00001,1,443.19,0.15,67.81,12.15,456.67
94517,ORD0094517,P00035,5,417.66,0.2,133.65,9.69,1813.98
94518,ORD0094518,P00041,4,539.92,0,259.16,9.26,2428.1
94519,ORD0094519,P00039,2,116,0.05,26.45,9.96,256.81
94520,ORD0094520,P00039,5,51.88,0,20.75,7.89,288.04
94521,ORD0094521,P00007,1,92.1,0.05,4.37,2.48,94.34
94522,ORD0094522,P00020,4,306.59,0.05,93.2,5.61,1263.85
94523,ORD0094523,P00023,5,332.97,0.1,179.8,7.59,1685.76
94524,ORD0094524,P00024,1,324.58,0.05,15.42,5.23,329
94525,ORD0094525,P00023,2,534.77,0,85.56,6.63,1161.73
94526,ORD0094526,P00027,2,140.16,0.1,45.41,1.77,299.47
94527,ORD0094527,P00029,3,131.14,0.15,16.72,5.46,356.59
94528,ORD0094528,P00022,4,163.1,0,32.62,7.09,692.11
94529,ORD0094529,P00047,2,239.39,0.25,43.09,10.24,412.42
94530,ORD0094530,P00040,5,158.41,0.25,47.52,14.88,656.44
94531,ORD0094531,P00037,4,394.75,0.1,255.8,12.96,1689.86
94532,ORD0094532,P00029,5,158.76,0.15,33.74,9.83,718.3
94533,ORD0094533,P00028,2,260.88,0,0,8.03,529.79
94534,ORD0094534,P00002,5,212.12,0.25,143.18,13.06,951.69
94535,ORD0094535,P00039,5,337.55,0,303.8,0.11,1991.66
94536,ORD0094536,P00035,4,237.98,0,76.15,2.01,1030.08
94537,ORD0094537,P00014,2,357.3,0,35.73,5.02,755.35
94538,ORD0094538,P00018,2,518.26,0,186.57,9.79,1232.88
94539,ORD0094539,P00036,4,173.83,0.05,33.03,2.93,696.51
94540,ORD0094540,P00025,3,479.57,0.05,246.02,2.68,1615.47
94541,ORD0094541,P00008,4,82.94,0.25,0,11.68,260.5
94542,ORD0094542,P00016,1,454.81,0.15,46.39,3.86,436.84
94543,ORD0094543,P00035,5,41.89,0.1,15.08,13.04,216.62
94544,ORD0094544,P00005,3,152.83,0.1,49.52,7.46,469.62
94545,ORD0094545,P00040,5,595.42,0.15,455.5,7.16,2993.2
94546,ORD0094546,P00018,4,588.91,0.25,212.01,0.82,1979.56
94547,ORD0094547,P00021,3,75.08,0,11.26,12.88,249.38
94548,ORD0094548,P00022,4,76.02,0.05,34.67,13.86,337.41
94549,ORD0094549,P00029,2,44.88,0.15,6.1,10.46,92.86
94550,ORD0094550,P00027,5,263.8,0.1,213.68,3.79,1404.57
94551,ORD0094551,P00011,3,52.85,0.05,12.05,9.61,172.28
94552,ORD0094552,P00006,3,239.25,0,86.13,11.72,815.6
94553,ORD0094553,P00040,2,512.62,0,0,9.58,1034.82
94554,ORD0094554,P00031,4,540.32,0,259.35,5.52,2426.15
94555,ORD0094555,P00036,2,362.15,0.05,82.57,14.94,785.6
94556,ORD0094556,P00018,4,72.88,0,14.58,7.71,313.81
94557,ORD0094557,P00050,1,431.61,0,21.58,5.33,458.52
94558,ORD0094558,P00022,2,151.11,0.1,13.6,13.08,298.68
94559,ORD0094559,P00048,5,426.04,0.05,364.26,9.39,2397.34
94560,ORD0094560,P00011,2,57.51,0.05,0,5.2,114.47
94561,ORD0094561,P00014,4,497.73,0.1,215.02,6.08,2012.93
94562,ORD0094562,P00045,1,226.31,0.1,24.44,1.15,229.27
94563,ORD0094563,P00034,1,230.92,0.05,39.49,13.01,271.87
94564,ORD0094564,P00013,5,472.22,0,118.06,1.7,2480.86
94565,ORD0094565,P00049,5,23.11,0.05,8.78,1.57,120.12
94566,ORD0094566,P00040,4,492.73,0,236.51,12.05,2219.48
94567,ORD0094567,P00028,2,395.79,0,142.48,13.17,947.23
94568,ORD0094568,P00032,1,343.6,0,0,0.11,343.71
94569,ORD0094569,P00012,1,151.78,0,7.59,7.36,166.73
94570,ORD0094570,P00029,4,16.48,0.2,2.64,6.22,61.6
94571,ORD0094571,P00024,4,142.09,0.1,0,13.96,525.48
94572,ORD0094572,P00010,2,567.16,0,136.12,9.97,1280.41
94573,ORD0094573,P00004,5,378.5,0.05,143.83,2.29,1944
94574,ORD0094574,P00008,5,183.5,0.05,69.73,13.93,955.28
94575,ORD0094575,P00024,2,230.97,0.05,35.11,3.56,477.51
94576,ORD0094576,P00017,3,170.29,0,25.54,14.57,550.98
94577,ORD0094577,P00026,3,571.98,0.05,195.62,9.03,1834.79
94578,ORD0094578,P00021,4,152.9,0.05,46.48,4.64,632.14
94579,ORD0094579,P00035,5,121.79,0.05,46.28,11.22,636
94580,ORD0094580,P00012,3,461.31,0.2,88.57,4.64,1200.35
94581,ORD0094581,P00042,4,183.66,0.2,47.02,6.05,640.78
94582,ORD0094582,P00005,1,560.87,0.05,63.94,3.91,600.68
94583,ORD0094583,P00017,5,495.19,0,198.08,5.46,2679.49
94584,ORD0094584,P00010,1,422.2,0.1,30.4,4.95,415.33
94585,ORD0094585,P00048,3,434.97,0.15,55.46,11.91,1176.54
94586,ORD0094586,P00023,5,363.11,0.05,0,6.07,1730.84
94587,ORD0094587,P00036,2,266.58,0,63.98,8.26,605.4
94588,ORD0094588,P00039,5,542.6,0,488.34,12.36,3213.7
94589,ORD0094589,P00048,4,254.26,0,81.36,3.57,1101.97
94590,ORD0094590,P00046,2,204.28,0.1,0,6.85,374.55
94591,ORD0094591,P00028,5,293.64,0,176.18,7.93,1652.31
94592,ORD0094592,P00028,1,14.95,0.25,0,0.61,11.82
94593,ORD0094593,P00039,4,527.57,0.2,135.06,13.53,1836.81
94594,ORD0094594,P00014,3,331.58,0,79.58,5.9,1080.22
94595,ORD0094595,P00006,4,262.02,0,52.4,1.56,1102.04
94596,ORD0094596,P00007,4,407.19,0,81.44,4.88,1715.08
94597,ORD0094597,P00028,2,86.03,0,13.76,1.86,187.68
94598,ORD0094598,P00037,4,402.77,0,193.33,6.42,1810.83
94599,ORD0094599,P00003,5,559.32,0.1,201.36,3.02,2721.32
94600,ORD0094600,P00046,5,232.54,0.05,198.82,1.05,1304.44
94601,ORD0094601,P00032,5,35.89,0,14.36,12.19,206
94602,ORD0094602,P00013,3,215.27,0.05,73.62,0.51,687.65
94603,ORD0094603,P00047,3,70.08,0.15,14.3,11.4,204.4
94604,ORD0094604,P00028,4,491.45,0.3,165.13,4.04,1545.23
94605,ORD0094605,P00005,1,417.69,0.05,31.74,14.74,443.29
94606,ORD0094606,P00035,4,504.53,0.1,0,4.88,1821.19
94607,ORD0094607,P00003,1,599.53,0.15,25.48,2.03,537.11
94608,ORD0094608,P00022,5,578.44,0,144.61,1.23,3038.04
94609,ORD0094609,P00037,3,5.17,0,2.79,4.79,23.09
94610,ORD0094610,P00030,2,79.6,0.05,12.1,4.02,167.36
94611,ORD0094611,P00045,1,126.04,0,6.3,3.21,135.55
94612,ORD0094612,P00050,4,593.14,0,284.71,12.03,2669.3
94613,ORD0094613,P00030,5,323.06,0.25,145.38,6.75,1363.6
94614,ORD0094614,P00011,1,204.28,0.1,14.71,8.85,207.41
94615,ORD0094615,P00009,1,325.84,0.1,23.46,14.33,331.05
94616,ORD0094616,P00045,4,143.46,0.25,51.65,5.21,487.24
94617,ORD0094617,P00033,2,456.89,0,0,1.87,915.65
94618,ORD0094618,P00043,2,88.84,0.05,20.26,12.46,201.52
94619,ORD0094619,P00012,3,548.72,0.05,78.19,11.03,1653.07
94620,ORD0094620,P00046,4,62.01,0,19.84,0.74,268.62
94621,ORD0094621,P00018,4,529.35,0,105.87,0.7,2223.97
94622,ORD0094622,P00003,3,583.9,0,210.2,12.52,1974.42
94623,ORD0094623,P00040,3,504.66,0,272.52,0.83,1787.33
94624,ORD0094624,P00042,2,65.08,0,6.51,2.23,138.9
94625,ORD0094625,P00039,5,10.62,0.2,2.12,4.82,49.42
94626,ORD0094626,P00046,1,209.71,0.15,0,7.56,185.81
94627,ORD0094627,P00031,4,33.66,0.2,8.62,7.18,123.51
94628,ORD0094628,P00020,1,204.96,0.1,22.14,4.51,211.11
94629,ORD0094629,P00047,2,214.69,0.05,20.4,2.17,430.48
94630,ORD0094630,P00044,5,468.47,0.1,168.65,13.56,2290.33
94631,ORD0094631,P00050,1,301.13,0.25,0,8.47,234.32
94632,ORD0094632,P00031,4,556.68,0.15,94.64,3.38,1990.73
94633,ORD0094633,P00041,1,159.51,0,12.76,13.02,185.29
94634,ORD0094634,P00037,3,123.47,0.05,63.34,1.82,417.05
94635,ORD0094635,P00043,1,385.25,0.1,0,7.52,354.24
94636,ORD0094636,P00009,2,466.26,0.15,63.41,4.29,860.34
94637,ORD0094637,P00050,3,22.22,0,8,8.82,83.48
94638,ORD0094638,P00006,4,595.93,0.2,95.35,12.94,2015.27
94639,ORD0094639,P00013,2,443.64,0.15,60.34,8.24,822.77
94640,ORD0094640,P00015,2,292.64,0.1,26.34,9.92,563.01
94641,ORD0094641,P00001,1,571.47,0.05,0,7.66,550.56
94642,ORD0094642,P00010,1,41.98,0,2.1,1.25,45.33
94643,ORD0094643,P00038,5,221.56,0,199.4,6.08,1313.28
94644,ORD0094644,P00020,1,598.31,0.05,68.21,0.85,637.45
94645,ORD0094645,P00026,1,398.14,0,47.78,14.69,460.61
94646,ORD0094646,P00043,4,17.2,0,0,14.42,83.22
94647,ORD0094647,P00040,3,485.6,0.1,104.89,12.33,1428.34
94648,ORD0094648,P00032,3,426.65,0.1,0,7.66,1159.62
94649,ORD0094649,P00006,2,117.67,0.2,15.06,2,205.33
94650,ORD0094650,P00036,1,250.9,0,30.11,13.1,294.11
94651,ORD0094651,P00002,3,537.27,0,128.94,4.68,1745.43
94652,ORD0094652,P00027,2,442.85,0.05,100.97,7.61,950
94653,ORD0094653,P00023,3,279.68,0.05,39.85,13.98,850.92
94654,ORD0094654,P00014,1,275.06,0.25,10.31,5.36,221.97
94655,ORD0094655,P00015,3,323.87,0.05,73.84,10.47,1007.34
94656,ORD0094656,P00008,4,385.03,0.05,0,12.85,1475.96
94657,ORD0094657,P00022,2,539.99,0.15,45.9,10.83,974.71
94658,ORD0094658,P00024,3,430.52,0.1,58.12,6.33,1226.85
94659,ORD0094659,P00031,3,460.18,0.05,236.07,0.99,1548.57
94660,ORD0094660,P00038,2,484.81,0.15,98.9,10.78,933.86
94661,ORD0094661,P00033,4,574.11,0,0,10.22,2306.66
94662,ORD0094662,P00012,5,141.2,0.2,101.66,2.92,669.38
94663,ORD0094663,P00017,2,7.61,0,1.22,5.43,21.87
94664,ORD0094664,P00007,2,504.16,0.15,0,13.12,870.19
94665,ORD0094665,P00028,3,370.57,0,55.59,4.51,1171.81
94666,ORD0094666,P00011,4,255.49,0,122.64,3.27,1147.87
94667,ORD0094667,P00017,4,31.26,0.05,0,0.09,118.88
94668,ORD0094668,P00001,2,264.04,0.25,71.29,9.52,476.87
94669,ORD0094669,P00045,5,36.56,0.15,12.43,7.26,175.07
94670,ORD0094670,P00050,5,517.92,0.15,110.06,13.84,2325.06
94671,ORD0094671,P00050,2,253.66,0,40.59,3,550.91
94672,ORD0094672,P00050,1,357.02,0,28.56,12.62,398.2
94673,ORD0094673,P00004,3,390.92,0,140.73,11.09,1324.58
94674,ORD0094674,P00019,2,48.59,0.25,5.83,11.37,90.08
94675,ORD0094675,P00003,4,212.36,0,67.96,3.56,920.96
94676,ORD0094676,P00048,2,427.05,0,153.74,10.22,1018.06
94677,ORD0094677,P00019,2,526.07,0.2,67.34,2.96,912.01
94678,ORD0094678,P00020,1,117.5,0,9.4,7.32,134.22
94679,ORD0094679,P00002,1,410.15,0.05,31.17,0.03,420.84
94680,ORD0094680,P00035,4,131,0.05,89.6,11.73,599.13
94681,ORD0094681,P00048,1,518.6,0,0,8.97,527.57
94682,ORD0094682,P00043,2,9.01,0,1.44,2.09,21.55
94683,ORD0094683,P00026,5,16.54,0,9.92,9.72,102.34
94684,ORD0094684,P00042,2,287.69,0.15,58.69,0.23,547.99
94685,ORD0094685,P00002,2,489.27,0,176.14,7.97,1162.65
94686,ORD0094686,P00043,4,496.86,0.1,214.64,14.68,2018.02
94687,ORD0094687,P00032,2,590.06,0,59.01,13.87,1253
94688,ORD0094688,P00030,5,494.08,0.1,111.17,9.66,2344.19
94689,ORD0094689,P00016,5,261.68,0.2,83.74,14.71,1145.17
94690,ORD0094690,P00039,5,478.2,0,191.28,0.43,2582.71
94691,ORD0094691,P00015,4,186.87,0.05,127.82,3.9,841.83
94692,ORD0094692,P00008,4,17.26,0,3.45,0.1,72.59
94693,ORD0094693,P00007,5,289.71,0,72.43,5.14,1526.12
94694,ORD0094694,P00010,5,515.39,0,128.85,4.2,2710
94695,ORD0094695,P00047,3,229.73,0,34.46,3.22,726.87
94696,ORD0094696,P00004,5,328.39,0.05,0,10.52,1570.37
94697,ORD0094697,P00015,1,414.26,0.1,44.74,10.82,428.39
94698,ORD0094698,P00038,1,279.02,0.15,11.86,14.57,263.6
94699,ORD0094699,P00039,1,298.07,0,23.85,5.5,327.42
94700,ORD0094700,P00027,5,595.29,0.05,508.97,1.3,3337.9
94701,ORD0094701,P00007,2,134.92,0,13.49,8,291.33
94702,ORD0094702,P00042,4,247.56,0.1,106.95,9.17,1007.34
94703,ORD0094703,P00037,2,286.69,0.1,25.8,10.06,551.9
94704,ORD0094704,P00030,1,468.67,0.05,35.62,9.39,490.25
94705,ORD0094705,P00034,3,377.73,0.2,163.18,5.44,1075.17
94706,ORD0094706,P00019,2,564.22,0.15,115.1,6.82,1081.09
94707,ORD0094707,P00044,1,334.83,0.2,13.39,5.38,286.63
94708,ORD0094708,P00006,5,434.04,0,173.62,9.1,2352.92
94709,ORD0094709,P00020,3,391.11,0,140.8,10.26,1324.39
94710,ORD0094710,P00025,1,222.32,0,26.68,5.43,254.43
94711,ORD0094711,P00031,1,8.97,0,0.72,5.84,15.53
94712,ORD0094712,P00021,5,62.19,0.05,0,11.97,307.37
94713,ORD0094713,P00040,1,387.62,0.15,0,11.68,341.16
94714,ORD0094714,P00038,4,105.25,0.05,20,0.02,419.97
94715,ORD0094715,P00027,1,182.71,0.1,13.16,3.89,181.49
94716,ORD0094716,P00008,5,428.45,0,171.38,14.36,2327.99
94717,ORD0094717,P00005,1,521.33,0.2,75.07,2.7,494.83
94718,ORD0094718,P00022,1,220.79,0.3,12.36,0.71,167.62
94719,ORD0094719,P00004,3,201.85,0.1,43.6,11.65,600.24
94720,ORD0094720,P00018,2,363.09,0.1,32.68,3.49,689.73
94721,ORD0094721,P00038,3,253.9,0.05,86.83,6.35,816.8
94722,ORD0094722,P00029,3,595.35,0.2,71.44,14.52,1514.8
94723,ORD0094723,P00042,4,32.44,0,6.49,6.76,143.01
94724,ORD0094724,P00016,5,142.51,0,85.51,11.68,809.74
94725,ORD0094725,P00025,4,535.23,0,171.27,8.51,2320.7
94726,ORD0094726,P00036,4,383.6,0.15,104.34,9.88,1418.46
94727,ORD0094727,P00023,3,186.89,0,28.03,5.43,594.13
94728,ORD0094728,P00039,1,294.07,0.05,13.97,11.36,304.7
94729,ORD0094729,P00042,1,48.81,0,3.9,1.29,54
94730,ORD0094730,P00004,2,375.05,0.1,0,4.69,679.78
94731,ORD0094731,P00002,5,374.31,0,224.59,1.39,2097.53
94732,ORD0094732,P00041,4,135.25,0,64.92,8.82,614.74
94733,ORD0094733,P00023,4,457.87,0.1,82.42,0.71,1731.46
94734,ORD0094734,P00008,2,477.81,0.05,45.39,8.31,961.54
94735,ORD0094735,P00012,1,445.49,0.1,32.08,3.54,436.56
94736,ORD0094736,P00014,4,522.38,0,250.74,10.07,2350.33
94737,ORD0094737,P00031,4,169.67,0.2,0,1.59,544.53
94738,ORD0094738,P00050,2,93.81,0.15,28.71,12.64,200.83
94739,ORD0094739,P00022,4,468.53,0.05,0,6.35,1786.76
94740,ORD0094740,P00023,1,85.7,0.05,9.77,10.91,102.09
94741,ORD0094741,P00007,3,434.82,0,0,14.64,1319.1
94742,ORD0094742,P00034,1,322.46,0,16.12,11.45,350.03
94743,ORD0094743,P00027,2,448.78,0,44.88,6.91,949.35
94744,ORD0094744,P00021,5,549.96,0.1,296.98,3.16,2774.96
94745,ORD0094745,P00023,3,434.98,0,156.59,1.51,1463.04
94746,ORD0094746,P00045,5,531.41,0,132.85,3.66,2793.56
94747,ORD0094747,P00050,5,521.94,0.05,446.26,0.78,2926.26
94748,ORD0094748,P00030,4,574.87,0,114.97,12.56,2427.01
94749,ORD0094749,P00029,3,475.93,0.25,0,9.5,1080.34
94750,ORD0094750,P00013,4,294.04,0,141.14,4.91,1322.21
94751,ORD0094751,P00013,3,485.02,0.25,87.3,4.28,1182.88
94752,ORD0094752,P00019,2,426.26,0.15,36.23,14.59,775.46
94753,ORD0094753,P00039,1,507.19,0.3,17.75,3.29,376.07
94754,ORD0094754,P00042,2,39.21,0,3.92,8.72,91.06
94755,ORD0094755,P00037,5,227.82,0,56.96,11.79,1207.85
94756,ORD0094756,P00036,2,200.17,0.3,14.01,8.83,303.08
94757,ORD0094757,P00023,2,587.57,0.25,70.51,0.29,952.16
94758,ORD0094758,P00043,5,174.29,0,69.72,8.52,949.69
94759,ORD0094759,P00035,3,465.87,0,251.57,9,1658.18
94760,ORD0094760,P00049,3,521.66,0.05,178.41,10.29,1675.43
94761,ORD0094761,P00045,1,150.23,0.05,17.13,13.76,173.61
94762,ORD0094762,P00024,4,559.5,0.05,255.13,1.81,2383.04
94763,ORD0094763,P00045,4,516.14,0.15,87.74,4.99,1847.61
94764,ORD0094764,P00029,3,260.52,0,39.08,11.96,832.6
94765,ORD0094765,P00035,5,560.16,0.2,0,13.02,2253.66
94766,ORD0094766,P00033,3,381.6,0.3,64.11,6.37,871.84
94767,ORD0094767,P00036,4,408.99,0.05,0,9.24,1563.4
94768,ORD0094768,P00040,5,43.57,0.15,22.22,3.11,210.5
94769,ORD0094769,P00045,4,375.68,0.1,67.62,8.8,1428.87
94770,ORD0094770,P00048,2,384.57,0.1,83.07,0.86,776.16
94771,ORD0094771,P00043,5,422.78,0.2,202.93,9.17,1903.22
94772,ORD0094772,P00026,3,189.64,0,28.45,6.92,604.29
94773,ORD0094773,P00036,4,577.72,0.2,147.9,7.85,2004.45
94774,ORD0094774,P00017,5,153.72,0.1,34.59,7.84,734.17
94775,ORD0094775,P00017,3,378.64,0,136.31,2.71,1274.94
94776,ORD0094776,P00011,4,400.25,0.15,163.3,1.04,1525.19
94777,ORD0094777,P00033,5,290.42,0,72.6,14.02,1538.72
94778,ORD0094778,P00025,4,10.43,0,7.51,5.36,54.59
94779,ORD0094779,P00013,5,421.71,0,105.43,6.31,2220.29
94780,ORD0094780,P00012,4,24.32,0.05,11.09,13.36,116.87
94781,ORD0094781,P00014,2,359.64,0.25,97.1,13.41,649.97
94782,ORD0094782,P00014,4,433,0.2,166.27,13.31,1565.18
94783,ORD0094783,P00042,3,315.33,0.1,68.11,6.07,925.57
94784,ORD0094784,P00022,5,161.95,0.05,92.31,6.51,868.08
94785,ORD0094785,P00038,2,489.87,0.1,70.54,7.15,959.46
94786,ORD0094786,P00007,3,15.58,0.3,2.62,0.78,36.12
94787,ORD0094787,P00038,3,565.7,0,84.86,7.89,1789.85
94788,ORD0094788,P00041,2,521.28,0.05,49.52,10.58,1050.53
94789,ORD0094789,P00032,1,250.22,0,20.02,12.19,282.43
94790,ORD0094790,P00032,4,426.22,0,136.39,4.01,1845.28
94791,ORD0094791,P00032,3,565.33,0,135.68,5.08,1836.75
94792,ORD0094792,P00044,2,294.92,0.1,42.47,1.77,575.1
94793,ORD0094793,P00018,1,37.11,0.1,1.67,6.6,41.67
94794,ORD0094794,P00003,2,190.75,0,19.08,12.98,413.56
94795,ORD0094795,P00022,2,409.18,0.2,0,11.95,666.64
94796,ORD0094796,P00002,1,517.89,0.05,88.56,4.57,585.13
94797,ORD0094797,P00033,3,101.27,0,24.3,10.68,338.79
94798,ORD0094798,P00014,1,590.28,0.05,67.29,10.06,638.12
94799,ORD0094799,P00034,4,443.37,0,141.88,10.82,1926.18
94800,ORD0094800,P00014,3,265.84,0.05,60.61,1.73,819.98
94801,ORD0094801,P00019,4,179.85,0.05,34.17,10.84,728.44
94802,ORD0094802,P00037,1,374.91,0,44.99,14.19,434.09
94803,ORD0094803,P00014,3,154.84,0.15,47.38,8.29,450.51
94804,ORD0094804,P00046,4,383.12,0,76.62,5.28,1614.38
94805,ORD0094805,P00008,2,19.51,0.15,0,4.84,38.01
94806,ORD0094806,P00008,2,493.2,0,49.32,0.28,1036
94807,ORD0094807,P00008,4,159.29,0.05,108.95,2.71,716.96
94808,ORD0094808,P00018,2,387.52,0,38.75,9.45,823.24
94809,ORD0094809,P00044,4,85.76,0,17.15,3.97,364.16
94810,ORD0094810,P00038,4,526.04,0.05,239.87,9.61,2248.43
94811,ORD0094811,P00014,3,57.36,0.05,19.62,4.47,187.57
94812,ORD0094812,P00018,4,160.96,0.15,65.67,3.27,616.2
94813,ORD0094813,P00041,4,327.6,0.05,62.24,8.43,1315.55
94814,ORD0094814,P00040,3,170.86,0,41.01,3.07,556.66
94815,ORD0094815,P00006,5,23.38,0.2,4.68,9.63,107.83
94816,ORD0094816,P00039,5,452.45,0,180.98,0.92,2444.15
94817,ORD0094817,P00008,5,196.87,0.05,46.76,13.98,995.87
94818,ORD0094818,P00027,1,387.47,0,31,2.89,421.36
94819,ORD0094819,P00019,2,5.76,0.15,0.49,4.99,15.27
94820,ORD0094820,P00007,1,482.67,0,57.92,6.34,546.93
94821,ORD0094821,P00013,5,184.11,0,46.03,1.5,968.08
94822,ORD0094822,P00032,3,569.33,0.2,109.31,10.56,1486.26
94823,ORD0094823,P00033,1,400.28,0.05,45.63,1.57,427.47
94824,ORD0094824,P00044,4,78.88,0,25.24,8.58,349.34
94825,ORD0094825,P00020,4,574.63,0.25,86.19,1.01,1811.09
94826,ORD0094826,P00046,1,230.33,0,11.52,9.75,251.6
94827,ORD0094827,P00028,2,453.52,0.1,0,8.18,824.52
94828,ORD0094828,P00010,2,93.76,0.1,8.44,0.01,177.22
94829,ORD0094829,P00042,3,67.34,0.2,19.39,4.21,185.22
94830,ORD0094830,P00032,3,283.15,0,42.47,6.93,898.85
94831,ORD0094831,P00037,3,84.82,0,0,12.24,266.7
94832,ORD0094832,P00026,4,227.38,0.1,65.49,6.87,890.93
94833,ORD0094833,P00007,4,547.94,0.05,104.11,1.04,2187.32
94834,ORD0094834,P00005,5,563.71,0.05,133.88,9.55,2821.05
94835,ORD0094835,P00007,1,8.22,0.25,0.31,1.77,8.25
94836,ORD0094836,P00002,3,36.71,0.05,8.37,11.3,124.29
94837,ORD0094837,P00011,2,103.41,0.05,0,14.23,210.71
94838,ORD0094838,P00017,5,144.95,0.2,28.99,5.03,613.82
94839,ORD0094839,P00018,3,561.15,0,84.17,2.04,1769.66
94840,ORD0094840,P00015,3,382.01,0.05,130.65,2.81,1222.19
94841,ORD0094841,P00041,4,252.04,0.2,145.18,8.88,960.59
94842,ORD0094842,P00002,2,472.04,0.05,71.75,10.72,979.35
94843,ORD0094843,P00030,4,231.67,0,111.2,14.43,1052.31
94844,ORD0094844,P00008,2,547.12,0,131.31,7.35,1232.9
94845,ORD0094845,P00020,1,430.7,0,34.46,3.44,468.6
94846,ORD0094846,P00035,5,489.12,0,122.28,5.64,2573.52
94847,ORD0094847,P00028,5,119.42,0.15,60.9,3.41,571.84
94848,ORD0094848,P00018,4,276.76,0.05,126.2,8.23,1186.12
94849,ORD0094849,P00025,5,346.16,0.15,73.56,2.88,1547.62
94850,ORD0094850,P00050,3,519.52,0,0,9.55,1568.11
94851,ORD0094851,P00003,3,176.78,0.15,54.09,0.24,505.12
94852,ORD0094852,P00023,4,364.6,0,116.67,8.93,1584
94853,ORD0094853,P00032,4,190.3,0.05,36.16,7.62,766.92
94854,ORD0094854,P00018,3,529.75,0,127.14,13.42,1729.81
94855,ORD0094855,P00008,1,530.31,0.15,36.06,14.25,501.07
94856,ORD0094856,P00035,1,386.74,0.1,17.4,1.83,367.3
94857,ORD0094857,P00050,3,187.39,0,28.11,12.46,602.74
94858,ORD0094858,P00010,4,473.56,0,151.54,8.43,2054.21
94859,ORD0094859,P00006,5,577.9,0.05,0,12.26,2757.29
94860,ORD0094860,P00037,2,23.89,0.15,7.31,3.19,51.11
94861,ORD0094861,P00048,2,206.33,0,0,10.94,423.6
94862,ORD0094862,P00042,1,599.36,0.1,43.15,14.6,597.17
94863,ORD0094863,P00005,1,487.12,0.2,19.48,8.68,417.86
94864,ORD0094864,P00025,2,355.19,0,56.83,8.97,776.18
94865,ORD0094865,P00011,1,506.56,0,25.33,2.39,534.28
94866,ORD0094866,P00042,4,148.43,0,29.69,8.43,631.84
94867,ORD0094867,P00047,3,6.77,0,2.44,6.18,28.93
94868,ORD0094868,P00023,4,128.77,0,41.21,5.2,561.49
94869,ORD0094869,P00038,5,283.99,0.05,0,6.72,1355.67
94870,ORD0094870,P00039,2,112.67,0,11.27,14.65,251.26
94871,ORD0094871,P00050,2,14.63,0,1.46,7.51,38.23
94872,ORD0094872,P00028,4,405.13,0.05,0,3.05,1542.54
94873,ORD0094873,P00020,2,297.81,0,0,6.34,601.96
94874,ORD0094874,P00037,1,506.81,0,91.23,5.24,603.28
94875,ORD0094875,P00003,3,252.35,0,37.85,4.2,799.1
94876,ORD0094876,P00036,5,118.18,0.05,67.36,13.43,642.14
94877,ORD0094877,P00042,5,361.45,0.05,137.35,3.59,1857.83
94878,ORD0094878,P00047,5,238.21,0.25,107.19,10.19,1010.67
94879,ORD0094879,P00014,3,202.55,0,30.38,9.45,647.48
94880,ORD0094880,P00050,1,518.44,0.1,83.99,0,550.59
94881,ORD0094881,P00025,1,442.32,0.05,33.62,13.93,467.75
94882,ORD0094882,P00011,2,465.82,0.15,39.59,10.49,841.97
94883,ORD0094883,P00021,2,494.46,0.05,46.97,1.16,987.6
94884,ORD0094884,P00019,4,112.51,0,22.5,14.68,487.22
94885,ORD0094885,P00001,4,29.98,0,6,13.41,139.33
94886,ORD0094886,P00039,4,493.08,0,98.62,9.88,2080.82
94887,ORD0094887,P00050,3,322.53,0,77.41,0.56,1045.56
94888,ORD0094888,P00014,2,436.16,0.1,39.25,1.73,826.07
